id,occupationTitle,abbreviatedName,category,employment2016Thousands,employment2026Thousands,employmentChange20162026Percent,occupationalOpenings20162026AnnualAverageThousands,MedianAnnualWage,asCode,typicalEntryLevelEducation,educationCode,workExperienceInARelatedOccupation,workExCode,typicalOnTheJobTraining,trCode,createdAt,updatedAt
525,"Fitness trainers and aerobics instructors    * Aerobics Instructor* Certified Personal Trainer* Fitness Trainer* Group Exercise Instructor* Group Fitness Instructor* Personal Fitness Trainer* Personal Trainer* Weight Trainer* Weight Training Instructor* Yoga Instructor* Yoga Teacher","Fitness trainers and aerobics instructors    ",Service,299.2,329.2,10.1,55,"39,210","30,000-49,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
526,"Medical records and health information technicians    * Cancer Registrar* Health Information Coder* Health Information Specialist* Health Information Systems Technician* Health Records Technician* Medical Records Specialist","Medical records and health information technicians    ",Medical,206.3,234.1,13.5,15.8,"39,180","30,000-49,999","Postsecondary nondegree award",5,None,4,None,6,NULL,NULL
527,"Paving, surfacing, and tamping equipment operators    * Asphalt Paver* Asphalt Paving Machine Operator* Asphalt Roller Operator* Asphalt Tamping Machine Operator* Blacktop-Paver Operator* Paver Operator* Road Grader* Screed Operator",Paving,"Skilled Labor - Trades",51.9,58.2,12.1,6.2,"39,120","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
528,"Broadcast technicians    * Audio Engineer* Broadcast Engineer* Broadcast Maintenance Engineer* Broadcast Operations Engineer* Radio Station Audio Engineer* Radio/Television Technician* Remote Broadcast Engineer* Telecasting Engineer* Television Audio Engineer","Broadcast technicians    ",Media,34,32.9,-3.2,2.9,"39,060","30,000-49,999","Associate's degree",4,None,4,"Short-term on-the-job training",5,NULL,NULL
529,"Loan interviewers and clerks    * Loan Interviewer* Loan Processor* Mortgage Closing Clerk* Mortgage Loan Closer* Mortgage Loan Processing Clerk* Mortgage Loan Processor* Mortgage Processor","Loan interviewers and clerks    ",Finance,229.8,258.2,12.3,25.7,"39,060","30,000-49,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
530,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders    * Brewmaster* Fermentation Operator* Fermenter* Linseed Oil Temperer* Milk Pasteurizer* Milk Processor* Molasses Preparer* Pasteurizer* Winemaker",Separating,"Skilled Labor - Trades",47.2,47.3,0.1,5,"39,040","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
531,"Parking enforcement workers    * Meter Maid* Parking Enforcement Officer* Parking Meter Attendant","Parking enforcement workers    ",Government,9.4,6.1,-35.3,0.4,"39,030","30,000-49,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
532,"Directors, religious activities and education    * Campus Ministry Director* Christian Education Minister* Education Minister* Parish Religious Education Director* Religious Activities Director* Religious Education Coordinator* Religious Education Director* Student Ministries Director* Youth Ministry Director",Directors,Religious,147.1,157.5,7.1,19.4,"38,980","30,000-49,999","Bachelor's degree",3,"Less than 5 years",2,None,6,NULL,NULL
533,"Roofers    * Composition Roofer* Hot Tar Roofer* Industrial Roofer* Metal Roofing Mechanic* Residential Roofer* Roofer* Sheet Metal Roofer* Shingles Roofer* Slate Roofer* Terra Cotta Roofer","Roofers    ","Skilled Labor - Trades",146.2,162.4,11.1,16.5,"38,970","30,000-49,999","No formal educational credential",8,None,4,"Moderate-term on-the-job training",4,NULL,NULL
534,"Motorboat mechanics and service technicians    * Certified Marine Mechanic* Marine Propulsion Technician* Marine Technician* Motorboat Mechanic* Outboard Motor Mechanic* Outboard Technician","Motorboat mechanics and service technicians    ","Skilled Labor - Trades",23.4,23.3,-0.5,2.4,"38,960","30,000-49,999","High school diploma or equivalent",7,None,4,"Long-term on-the-job training",3,NULL,NULL
535,"Stonemasons    * Banker Mason* Curbstone Setter* Granite Setter* Memorial Mason* Monument Mason* Rock Mason* Stone Chimney Mason* Stone Layer* Stonemason","Stonemasons    ","Skilled Labor - Trades",18.9,20.7,9.5,1.8,"38,940","30,000-49,999","High school diploma or equivalent",7,None,4,Apprenticeship,2,NULL,NULL
536,"Carpet installers    * Carpet Installer* Carpet Layer* Commercial Carpet Installer* Residential Carpet Installer* Wall-to-Wall Carpet Installer","Carpet installers    ","Skilled Labor - Trades",40.4,44.2,9.4,3.9,"38,830","30,000-49,999","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
537,"Installation, maintenance, and repair workers, all other    * Bowling Alley Mechanic* Fire Extinguisher Installer* Gasoline Pump Installer* Gunsmith* Ski Lift Mechanic* Wheelwright* Windmill Mechanic* Window Shade Installer",Installation,"Skilled Labor - Trades",175.8,190.3,8.2,18.7,"38,800","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
538,"Dispatchers, except police, fire, and ambulance    * Airplane Dispatch Clerk* Auto Service Dispatcher* Bus Dispatcher* Crew Dispatcher* Maintenance Dispatcher* School Bus Dispatcher* Taxicab Dispatcher* Tow Truck Dispatcher* Train Dispatcher* Truck Dispatcher",Dispatchers,Government,201.7,201.6,-0.1,18,"38,790","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
539,"Insurance claims and policy processing clerks    * Insurance Claims Clerk* Insurance Clerk* Insurance Examining Clerk* Insurance Policy Issue Clerk* Underwriting Assistant* Underwriting Clerk","Insurance claims and policy processing clerks    ",Business,308.5,342.6,11.1,35.6,"38,790","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
540,"Tax preparers    * Corporate Tax Preparer* Income Tax Advisor* Income Tax Preparer* Licensed Tax Consultant* Tax Consultant* Tax Specialist","Tax preparers    ",Business,95.9,106.2,10.8,11.5,"38,730","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
541,"Highway maintenance workers    * Highway Maintainer* Highway Maintenance Crew Worker* Highway Worker* Lane Marker Installer* Road Patcher* Road Sign Installer","Highway maintenance workers    ","Skilled Labor - Trades",149.9,160.2,6.9,16.5,"38,700","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
542,"Dental laboratory technicians    * Crown Ceramist* Crown and Bridge Dental Lab Technician* Crown and Bridge Technician* Dental Ceramist* Dental Laboratory Worker* Dental Mold Maker* Dental Technician* Orthodontic Technician","Dental laboratory technicians    ",Medical,38.1,43.6,14.4,5,"38,670","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
543,"Forging machine setters, operators, and tenders, metal and plastic    * Cold Header Operator* Forging Roll Operator* Header Setup Operator* Spike Machine Operator* Swager Operator* Swaging Machine Operator","Forging machine setters","Skilled Labor - Trades",19.2,15.5,-19.2,1.4,"38,650","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
544,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic    * Engine Lathe Operator* Gear Cutter* Screw Machine Operator* Screw Machine Tool Setter","Lathe and turning machine tool setters","Skilled Labor - Trades",33.7,30.8,-8.4,2.9,"38,580","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
545,"First-line supervisors of retail sales workers    * Assistant Store Manager* Cashier Manager* Cashier Supervisor* Delicatessen Department Manager* Produce Department Supervisor* Sales Clerk Supervisor* Used Car Sales Supervisor","First-line supervisors of retail sales workers    ",Service,1,1,3.8,168.5,"38,550","30,000-49,999","High school diploma or equivalent",7,"Less than 5 years",2,None,6,NULL,NULL
546,"Structural metal fabricators and fitters    * Mill Beam Fitter* Protector Plate Attacher","Structural metal fabricators and fitters    ","Skilled Labor - Trades",77,65.2,-15.3,6.5,"38,450","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
547,"Self-enrichment education teachers    * Ballet Teacher* CPR Instructor* Ceramics Instructor* Citizenship Teacher* Dance Teacher* Defensive Driving Instructor* Driver Education Instructor* Driving Instructor* First Aid Instructor* Horseback Riding Instructor* Judo Instructor* Karate Instructor* Knitting Teacher* Martial Arts Instructor* Sailing Instructor* Skiing Instructor* Snowboard Instructor* Theater Education Teacher","Self-enrichment education teachers    ",Education,354.2,411.6,16.2,47,"38,440","30,000-49,999","High school diploma or equivalent",7,"Less than 5 years",2,None,6,NULL,NULL
548,"Pipelayers    * Cast-Iron Drain Pipe Layer* Pipe Layer* Sewer Pipe Layer* Trench Pipe Layer* Water Main Pipe Layer","Pipelayers    ","Skilled Labor - Trades",44.1,51.7,17.2,5.7,"38,400","30,000-49,999","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
549,"Logging equipment operators    * Delimber Operator* Feller Buncher Operator* Feller Operator* Grapple Operator* Grapple Skidder Operator* Log Hauler* Log Processor Operator* Log Stacker Operator* Logging Crane Operator* Logging Shovel Operator* Logging Tractor Operator* Lumber Stacker Operator* Timber Harvester Operator* Tree-Shear Operator","Logging equipment operators    ",Farming,39.1,34.2,-12.6,4.2,"38,390","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
550,"Community health workers    * CHW* Community Health Advisor* Community Health Representative* Community Health Worker* Lay Health Advocate* Peer Health Promoter* Promotor(a)","Community health workers    ",Medical,57.5,67.8,18.1,8.5,"38,370","30,000-49,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
551,"Cooks, private household    * Certified Personal Chef* Personal Chef* Private Chef",Cooks,Culinary,25,26.3,5.5,3.7,"38,280","30,000-49,999","Postsecondary nondegree award",5,"Less than 5 years",2,None,6,NULL,NULL
552,"Pourers and casters, metal    * Aluminum Pourer* Ingot Caster* Iron Pourer* Molten Iron Pourer* Steel Pourer* Tin Pourer* White Metal Caster","Pourers and casters","Skilled Labor - Trades",8.4,6.5,-23.4,0.5,"38,210","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
553,"Home appliance repairers    * Certified Appliance Service Technician* Electric Stove Installer* Gas Appliance Repairer* Gas Appliance Servicer* Home Appliance Installer* Stove Installer* Vacuum Cleaner Repair Person* Vacuum Cleaner Repairer* Washing Machine Installer* Washing Machine Repairer* Window Air Conditioner Installer","Home appliance repairers    ","Skilled Labor - Trades",46.6,44.7,-4.2,4,"38,160","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
554,"Jewelers and precious stone and metal workers    * Diamond Grader* Diamond Polisher* Diamond Setter* Facetor* Gem Cutter* Gemologist* Goldsmith* Jewelry Repairer* Jewelsmith* Lapidarist* Pewterer* Silversmith","Jewelers and precious stone and metal workers    ","Art & Design",37.7,35.2,-6.7,3.5,"37,960","30,000-49,999","High school diploma or equivalent",7,None,4,"Long-term on-the-job training",3,NULL,NULL
555,"Painters, construction and maintenance    * Bridge Painter* Facilities Painter* Highway Painter* House Painter* Industrial Painter* Parking Line Painter* Roof Painter* Traffic Line Painter",Painters,"Skilled Labor - Trades",381.5,403.4,5.7,35.2,"37,960","30,000-49,999","No formal educational credential",8,None,4,"Moderate-term on-the-job training",4,NULL,NULL
556,"Septic tank servicers and sewer pipe cleaners    * Electric Sewer Cleaning Machine Operator* Septic Pump Truck Driver* Septic Tank Cleaner* Sewage Screen Operator* Sewer Cleaner* Sewer Pipe Cleaner* Sewer and Drain Technician","Septic tank servicers and sewer pipe cleaners    ","Skilled Labor - Trades",28.5,33.4,17.2,4.3,"37,950","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
557,"Paper goods machine setters, operators, and tenders    * Box Fabricator* Carton Making Machine Operator* Corrugated Box Machine Operator* Corrugator Machine Operator* Corrugator Operator* Envelope Machine Operator* Napkin Machine Operator* Paper Bag Machine Operator* Paper Cone Machine Tender* Paper Machine Operator","Paper goods machine setters","Skilled Labor - Trades",94.6,86.1,-9,8.3,"37,890","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
558,"Log graders and scalers    * Log Check Scaler* Log Grader* Log Scaler* Log Sorter* Timber Estimator* Veneer Grader","Log graders and scalers    ",Farming,4.2,4.1,-3,0.5,"37,880","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
559,"Rolling machine setters, operators, and tenders, metal and plastic    * Brass Roller* Forming Roll Operator* Metal Sheet Roller Operator* Pipe Straightener* Plastic Straightening Roll Operator* Steel Roller","Rolling machine setters","Skilled Labor - Trades",29,25.3,-12.9,2.3,"37,860","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
560,"Computer, automated teller, and office machine repairers    * ATM Servicer* Cash Register Servicer* Computer Repair Technician* Computer Repairer* Computer Service Technician* Copier Technician* Copying Machine Repairer* Data Processing Equipment Repairer* Photocopying Equipment Repairer* Printer Repair Technician",Computer,"Skilled Labor - Trades",119.5,117.7,-1.5,11.2,"37,710","30,000-49,999","Some college, no degree",6,None,4,"Short-term on-the-job training",5,NULL,NULL
561,"Maintenance and repair workers, general    * Building Maintenance Mechanic* Building Mechanic* Building Services Mechanic* Maintenance Mechanic* Mechanics Handyman* Plant Maintenance Technician","Maintenance and repair workers","Skilled Labor - Trades",1,1,7.9,154.7,"37,670","30,000-49,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
562,"Dental assistants    * Certified Dental Assistant* Dental Aide* Dental Assistant* Expanded Functions Dental Assistant* Orthodontic Assistant* Orthodontist Assistant* Registered Dental Assistant* Surgical Dental Assistant","Dental assistants    ",Medical,332,396.6,19.5,45.9,"37,630","30,000-49,999","Postsecondary nondegree award",5,None,4,None,6,NULL,NULL
